i:      0, t:        0.0 s (0.00 periods), wall: 24.571 seconds, Δt:   1.20, CFL: 1.71e-01
i:   4700, t:    12980.1 s (0.29 periods), wall: 8.729 minutes, Δt:   1.63, CFL: 7.20e-01
i:   4800, t:    13144.4 s (0.29 periods), wall: 8.940 minutes, Δt:   1.82, CFL: 7.20e-01
i:   4900, t:    13333.2 s (0.30 periods), wall: 9.154 minutes, Δt:   1.97, CFL: 7.20e-01
i:   5000, t:    13505.4 s (0.30 periods), wall: 9.367 minutes, Δt:   1.61, CFL: 7.20e-01
i:   5100, t:    13677.5 s (0.31 periods), wall: 9.581 minutes, Δt:   1.79, CFL: 7.20e-01
i:   5200, t:    13854.2 s (0.31 periods), wall: 9.794 minutes, Δt:   1.72, CFL: 7.20e-01
i:   5300, t:    14031.7 s (0.31 periods), wall: 10.005 minutes, Δt:   1.75, CFL: 7.20e-01
i:   5400, t:    14209.3 s (0.32 periods), wall: 10.218 minutes, Δt:   2.04, CFL: 7.20e-01
i:   5500, t:    14398.8 s (0.32 periods), wall: 10.431 minutes, Δt:   1.90, CFL: 7.20e-01
i:   5600, t:    14588.1 s (0.33 periods), wall: 10.645 minutes, Δt:   1.67, CFL: 7.20e-01
i:   5700, t:    14770.9 s (0.33 periods), wall: 10.859 minutes, Δt:   1.82, CFL: 7.20e-01
i:   5800, t:    14963.6 s (0.34 periods), wall: 11.074 minutes, Δt:   1.81, CFL: 7.20e-01
i:   5900, t:    15163.0 s (0.34 periods), wall: 11.286 minutes, Δt:   1.85, CFL: 7.20e-01
i:   6000, t:    15349.4 s (0.34 periods), wall: 11.498 minutes, Δt:   1.42, CFL: 7.20e-01
i:   6100, t:    15524.5 s (0.35 periods), wall: 11.710 minutes, Δt:   2.17, CFL: 7.20e-01
i:   6200, t:    15719.8 s (0.35 periods), wall: 11.925 minutes, Δt:   2.19, CFL: 7.20e-01
i:   6300, t:    15916.1 s (0.36 periods), wall: 12.139 minutes, Δt:   2.25, CFL: 7.20e-01
i:   6400, t:    16139.9 s (0.36 periods), wall: 12.354 minutes, Δt:   2.44, CFL: 7.20e-01
i:   6500, t:    16375.1 s (0.37 periods), wall: 12.568 minutes, Δt:   2.28, CFL: 7.20e-01
i:   6600, t:    16571.9 s (0.37 periods), wall: 12.783 minutes, Δt:   2.11, CFL: 7.20e-01
i:   6700, t:    16785.0 s (0.38 periods), wall: 12.998 minutes, Δt:   2.19, CFL: 7.20e-01
i:   6800, t:    16999.9 s (0.38 periods), wall: 13.212 minutes, Δt:   2.30, CFL: 7.20e-01
i:   6900, t:    17237.2 s (0.39 periods), wall: 13.427 minutes, Δt:   2.23, CFL: 7.20e-01
i:   7000, t:    17475.8 s (0.39 periods), wall: 13.642 minutes, Δt:   2.28, CFL: 7.20e-01
i:   7100, t:    17719.3 s (0.40 periods), wall: 13.857 minutes, Δt:   2.18, CFL: 7.20e-01
i:   7200, t:    17954.1 s (0.40 periods), wall: 14.072 minutes, Δt:   2.60, CFL: 7.20e-01
i:   7300, t:    18196.3 s (0.41 periods), wall: 14.287 minutes, Δt:   2.81, CFL: 7.20e-01
i:   7400, t:    18490.7 s (0.41 periods), wall: 14.502 minutes, Δt:   3.17, CFL: 7.20e-01
i:   7500, t:    18791.3 s (0.42 periods), wall: 14.719 minutes, Δt:   2.93, CFL: 7.20e-01
i:   7600, t:    19087.8 s (0.43 periods), wall: 14.934 minutes, Δt:   2.97, CFL: 7.20e-01
i:   7700, t:    19373.9 s (0.43 periods), wall: 15.149 minutes, Δt:   2.68, CFL: 7.20e-01
i:   7800, t:    19687.8 s (0.44 periods), wall: 15.366 minutes, Δt:   3.16, CFL: 7.20e-01
i:   7900, t:    20043.5 s (0.45 periods), wall: 15.581 minutes, Δt:   3.02, CFL: 7.20e-01
i:   8000, t:    20431.2 s (0.46 periods), wall: 15.799 minutes, Δt:   3.98, CFL: 7.20e-01
i:   8100, t:    20806.0 s (0.47 periods), wall: 16.016 minutes, Δt:   4.24, CFL: 7.20e-01
i:   8200, t:    21269.7 s (0.48 periods), wall: 16.233 minutes, Δt:   5.37, CFL: 7.20e-01
i:   8300, t:    21828.2 s (0.49 periods), wall: 16.448 minutes, Δt:   6.48, CFL: 7.20e-01
i:   8400, t:    22420.1 s (0.50 periods), wall: 16.676 minutes, Δt:   5.34, CFL: 7.20e-01
i:   8500, t:    22968.6 s (0.51 periods), wall: 16.894 minutes, Δt:   5.17, CFL: 7.20e-01
i:   8600, t:    23480.5 s (0.53 periods), wall: 17.113 minutes, Δt:   4.97, CFL: 7.20e-01
i:   8700, t:    23967.0 s (0.54 periods), wall: 17.331 minutes, Δt:   5.24, CFL: 7.20e-01
i:   8800, t:    24490.3 s (0.55 periods), wall: 17.548 minutes, Δt:   5.27, CFL: 7.20e-01
i:   8900, t:    24989.1 s (0.56 periods), wall: 17.764 minutes, Δt:   4.73, CFL: 7.20e-01
i:   9000, t:    25388.3 s (0.57 periods), wall: 17.982 minutes, Δt:   3.18, CFL: 7.20e-01
i:   9100, t:    25679.0 s (0.58 periods), wall: 18.199 minutes, Δt:   2.73, CFL: 7.20e-01
i:   9200, t:    25955.1 s (0.58 periods), wall: 18.414 minutes, Δt:   2.51, CFL: 7.20e-01
i:   9300, t:    26201.2 s (0.59 periods), wall: 18.630 minutes, Δt:   2.39, CFL: 7.20e-01
i:   9400, t:    26410.8 s (0.59 periods), wall: 18.845 minutes, Δt:   1.96, CFL: 7.20e-01
i:   9500, t:    26611.6 s (0.60 periods), wall: 19.061 minutes, Δt:   2.15, CFL: 7.20e-01
i:   9600, t:    26814.9 s (0.60 periods), wall: 19.276 minutes, Δt:   1.82, CFL: 7.20e-01
i:   9700, t:    27007.2 s (0.60 periods), wall: 19.489 minutes, Δt:   1.97, CFL: 7.20e-01
i:   9800, t:    27201.1 s (0.61 periods), wall: 19.705 minutes, Δt:   1.84, CFL: 7.20e-01
i:   9900, t:    27374.0 s (0.61 periods), wall: 19.919 minutes, Δt:   1.66, CFL: 7.20e-01
i:  10000, t:    27562.4 s (0.62 periods), wall: 20.135 minutes, Δt:   2.09, CFL: 7.20e-01
i:  10100, t:    27751.8 s (0.62 periods), wall: 20.350 minutes, Δt:   1.97, CFL: 7.20e-01
i:  10200, t:    27920.3 s (0.63 periods), wall: 20.565 minutes, Δt:   1.82, CFL: 7.20e-01
i:  10300, t:    28065.8 s (0.63 periods), wall: 20.779 minutes, Δt:   1.74, CFL: 7.20e-01
i:  10400, t:    28221.1 s (0.63 periods), wall: 20.994 minutes, Δt:   1.35, CFL: 7.20e-01
i:  10500, t:    28364.1 s (0.64 periods), wall: 21.207 minutes, Δt:   1.65, CFL: 7.20e-01
i:  10600, t:    28524.5 s (0.64 periods), wall: 21.420 minutes, Δt:   1.31, CFL: 7.20e-01
i:  10700, t:    28672.6 s (0.64 periods), wall: 21.635 minutes, Δt:   1.39, CFL: 7.20e-01
i:  10800, t:    28829.5 s (0.65 periods), wall: 21.851 minutes, Δt:   1.51, CFL: 7.20e-01
i:  10900, t:    28988.7 s (0.65 periods), wall: 22.064 minutes, Δt:   1.54, CFL: 7.20e-01
i:  11000, t:    29138.4 s (0.65 periods), wall: 22.279 minutes, Δt:   1.40, CFL: 7.20e-01
i:  11100, t:    29287.9 s (0.66 periods), wall: 22.494 minutes, Δt:   1.56, CFL: 7.20e-01
i:  11200, t:    29450.0 s (0.66 periods), wall: 22.708 minutes, Δt:   1.53, CFL: 7.20e-01
i:  11300, t:    29599.2 s (0.66 periods), wall: 22.923 minutes, Δt:   1.40, CFL: 7.20e-01
i:  11400, t:    29751.6 s (0.67 periods), wall: 23.139 minutes, Δt:   1.43, CFL: 7.20e-01
i:  11500, t:    29903.7 s (0.67 periods), wall: 23.351 minutes, Δt:   1.45, CFL: 7.20e-01
i:  11600, t:    30039.6 s (0.67 periods), wall: 23.566 minutes, Δt:   1.50, CFL: 7.20e-01
i:  11700, t:    30189.6 s (0.68 periods), wall: 23.782 minutes, Δt:   1.42, CFL: 7.20e-01
i:  11800, t:    30334.3 s (0.68 periods), wall: 23.995 minutes, Δt:   1.38, CFL: 7.20e-01
i:  11900, t:    30468.8 s (0.68 periods), wall: 24.210 minutes, Δt:   1.39, CFL: 7.20e-01
i:  12000, t:    30614.4 s (0.69 periods), wall: 24.426 minutes, Δt:   1.60, CFL: 7.20e-01
i:  12100, t:    30767.8 s (0.69 periods), wall: 24.639 minutes, Δt:   1.39, CFL: 7.20e-01
i:  12200, t:    30904.5 s (0.69 periods), wall: 24.853 minutes, Δt:   1.34, CFL: 7.20e-01
i:  12300, t:    31049.8 s (0.70 periods), wall: 25.070 minutes, Δt:   1.42, CFL: 7.20e-01
i:  12400, t:    31184.3 s (0.70 periods), wall: 25.282 minutes, Δt:   1.45, CFL: 7.20e-01
i:  12500, t:    31337.2 s (0.70 periods), wall: 25.497 minutes, Δt:   1.51, CFL: 7.20e-01
i:  12600, t:    31484.4 s (0.71 periods), wall: 25.713 minutes, Δt:   1.59, CFL: 7.20e-01
i:  12700, t:    31615.7 s (0.71 periods), wall: 25.924 minutes, Δt:   1.26, CFL: 7.20e-01
i:  12800, t:    31758.7 s (0.71 periods), wall: 26.139 minutes, Δt:   1.46, CFL: 7.20e-01
i:  12900, t:    31895.4 s (0.71 periods), wall: 26.352 minutes, Δt:   1.53, CFL: 7.20e-01
i:  13000, t:    32041.2 s (0.72 periods), wall: 26.568 minutes, Δt:   1.49, CFL: 7.20e-01
i:  13100, t:    32178.6 s (0.72 periods), wall: 26.783 minutes, Δt:   1.24, CFL: 7.20e-01
i:  13200, t:    32317.7 s (0.72 periods), wall: 26.995 minutes, Δt:   1.50, CFL: 7.20e-01
i:  13300, t:    32459.8 s (0.73 periods), wall: 27.211 minutes, Δt:   1.15, CFL: 7.20e-01
i:  13400, t:    32576.1 s (0.73 periods), wall: 27.424 minutes, Δt:   1.19, CFL: 7.20e-01
i:  13500, t:    32706.1 s (0.73 periods), wall: 27.639 minutes, Δt:   1.40, CFL: 7.20e-01
i:  13600, t:    32847.5 s (0.74 periods), wall: 27.855 minutes, Δt:   1.38, CFL: 7.20e-01
i:  13700, t:    32979.8 s (0.74 periods), wall: 28.068 minutes, Δt:   1.24, CFL: 7.20e-01
i:  13800, t:    33111.8 s (0.74 periods), wall: 28.283 minutes, Δt:   1.20, CFL: 7.20e-01
i:  13900, t:    33237.3 s (0.74 periods), wall: 28.496 minutes, Δt:   1.33, CFL: 7.20e-01
i:  14000, t:    33371.3 s (0.75 periods), wall: 28.711 minutes, Δt:   1.52, CFL: 7.20e-01
i:  14100, t:    33510.0 s (0.75 periods), wall: 28.926 minutes, Δt:   1.41, CFL: 7.20e-01
i:  14200, t:    33653.1 s (0.75 periods), wall: 29.139 minutes, Δt:   1.12, CFL: 7.20e-01
i:  14300, t:    33774.3 s (0.76 periods), wall: 29.355 minutes, Δt:   1.29, CFL: 7.20e-01
i:  14400, t:    33902.5 s (0.76 periods), wall: 29.567 minutes, Δt:   1.22, CFL: 7.20e-01
i:  14500, t:    34027.8 s (0.76 periods), wall: 29.783 minutes, Δt:   1.22, CFL: 7.20e-01
i:  14600, t:    34157.6 s (0.77 periods), wall: 29.998 minutes, Δt:   1.44, CFL: 7.20e-01
i:  14700, t:    34286.6 s (0.77 periods), wall: 30.211 minutes, Δt:   1.20, CFL: 7.20e-01
i:  14800, t:    34406.5 s (0.77 periods), wall: 30.425 minutes, Δt:   1.25, CFL: 7.20e-01
i:  14900, t:    34548.6 s (0.77 periods), wall: 30.634 minutes, Δt:   1.38, CFL: 7.20e-01
i:  15000, t:    34670.5 s (0.78 periods), wall: 30.849 minutes, Δt:   1.22, CFL: 7.20e-01
i:  15100, t:    34789.3 s (0.78 periods), wall: 31.062 minutes, Δt:   1.52, CFL: 7.20e-01
i:  15200, t:    34936.1 s (0.78 periods), wall: 31.277 minutes, Δt:   1.42, CFL: 7.20e-01
i:  15300, t:    35080.5 s (0.79 periods), wall: 31.492 minutes, Δt:   1.43, CFL: 7.20e-01
i:  15400, t:    35227.6 s (0.79 periods), wall: 31.704 minutes, Δt:   1.51, CFL: 7.20e-01
i:  15500, t:    35379.7 s (0.79 periods), wall: 31.919 minutes, Δt:   1.45, CFL: 7.20e-01
i:  15600, t:    35523.0 s (0.80 periods), wall: 32.133 minutes, Δt:   1.61, CFL: 7.20e-01
i:  15700, t:    35680.7 s (0.80 periods), wall: 32.346 minutes, Δt:   1.51, CFL: 7.20e-01
i:  15800, t:    35823.2 s (0.80 periods), wall: 32.559 minutes, Δt:   1.50, CFL: 7.20e-01
i:  15900, t:    35964.7 s (0.81 periods), wall: 32.773 minutes, Δt:   1.33, CFL: 7.20e-01
i:  16000, t:    36105.2 s (0.81 periods), wall: 32.985 minutes, Δt:   1.48, CFL: 7.20e-01
i:  16100, t:    36258.3 s (0.81 periods), wall: 33.194 minutes, Δt:   1.54, CFL: 7.20e-01
i:  16200, t:    36417.9 s (0.82 periods), wall: 33.407 minutes, Δt:   1.67, CFL: 7.20e-01
i:  16300, t:    36574.1 s (0.82 periods), wall: 33.620 minutes, Δt:   1.40, CFL: 7.20e-01
i:  16400, t:    36707.8 s (0.82 periods), wall: 33.833 minutes, Δt:   1.52, CFL: 7.20e-01
i:  16500, t:    36850.6 s (0.83 periods), wall: 34.045 minutes, Δt:   1.35, CFL: 7.20e-01
i:  16600, t:    37011.7 s (0.83 periods), wall: 34.252 minutes, Δt:   1.75, CFL: 7.20e-01
i:  16700, t:    37188.2 s (0.83 periods), wall: 34.465 minutes, Δt:   1.72, CFL: 7.20e-01
i:  16800, t:    37331.2 s (0.84 periods), wall: 34.677 minutes, Δt:   1.39, CFL: 7.20e-01
i:  16900, t:    37482.8 s (0.84 periods), wall: 34.888 minutes, Δt:   1.62, CFL: 7.20e-01
i:  17000, t:    37644.5 s (0.84 periods), wall: 35.099 minutes, Δt:   1.65, CFL: 7.20e-01
i:  17100, t:    37810.9 s (0.85 periods), wall: 35.312 minutes, Δt:   1.66, CFL: 7.20e-01
i:  17200, t:    37958.0 s (0.85 periods), wall: 35.525 minutes, Δt:   1.53, CFL: 7.20e-01
i:  17300, t:    38124.2 s (0.85 periods), wall: 35.737 minutes, Δt:   1.64, CFL: 7.20e-01
i:  17400, t:    38281.0 s (0.86 periods), wall: 35.951 minutes, Δt:   1.55, CFL: 7.20e-01
i:  17500, t:    38430.6 s (0.86 periods), wall: 36.165 minutes, Δt:   1.41, CFL: 7.20e-01
i:  17600, t:    38579.3 s (0.86 periods), wall: 36.377 minutes, Δt:   1.54, CFL: 7.20e-01
i:  17700, t:    38762.6 s (0.87 periods), wall: 36.592 minutes, Δt:   1.90, CFL: 7.20e-01
i:  17800, t:    38935.1 s (0.87 periods), wall: 36.805 minutes, Δt:   1.78, CFL: 7.20e-01
i:  17900, t:    39103.5 s (0.88 periods), wall: 37.020 minutes, Δt:   1.65, CFL: 7.20e-01
i:  18000, t:    39285.1 s (0.88 periods), wall: 37.234 minutes, Δt:   1.77, CFL: 7.20e-01
i:  18100, t:    39463.1 s (0.88 periods), wall: 37.446 minutes, Δt:   1.97, CFL: 7.20e-01
i:  18200, t:    39655.9 s (0.89 periods), wall: 37.661 minutes, Δt:   2.03, CFL: 7.20e-01
i:  18300, t:    39862.4 s (0.89 periods), wall: 37.876 minutes, Δt:   1.91, CFL: 7.20e-01
i:  18400, t:    40047.6 s (0.90 periods), wall: 38.090 minutes, Δt:   2.15, CFL: 7.20e-01
i:  18500, t:    40268.8 s (0.90 periods), wall: 38.305 minutes, Δt:   1.90, CFL: 7.20e-01
i:  18600, t:    40485.5 s (0.91 periods), wall: 38.518 minutes, Δt:   2.19, CFL: 7.20e-01
i:  18700, t:    40713.7 s (0.91 periods), wall: 38.733 minutes, Δt:   2.03, CFL: 7.20e-01
i:  18800, t:    40923.5 s (0.92 periods), wall: 38.947 minutes, Δt:   2.03, CFL: 7.20e-01
i:  18900, t:    41159.2 s (0.92 periods), wall: 39.161 minutes, Δt:   2.61, CFL: 7.20e-01
i:  19000, t:    41414.1 s (0.93 periods), wall: 39.376 minutes, Δt:   2.61, CFL: 7.20e-01
i:  19100, t:    41659.6 s (0.93 periods), wall: 39.590 minutes, Δt:   2.44, CFL: 7.20e-01
i:  19200, t:    41941.7 s (0.94 periods), wall: 39.805 minutes, Δt:   3.21, CFL: 7.20e-01
i:  19300, t:    42237.7 s (0.95 periods), wall: 40.019 minutes, Δt:   2.85, CFL: 7.20e-01
i:  19400, t:    42558.2 s (0.95 periods), wall: 40.234 minutes, Δt:   2.91, CFL: 7.20e-01
i:  19500, t:    42870.7 s (0.96 periods), wall: 40.450 minutes, Δt:   3.69, CFL: 7.20e-01
i:  19600, t:    43267.9 s (0.97 periods), wall: 40.664 minutes, Δt:   3.75, CFL: 7.20e-01
i:  19700, t:    43694.1 s (0.98 periods), wall: 40.880 minutes, Δt:   4.48, CFL: 7.20e-01
i:  19800, t:    44129.9 s (0.99 periods), wall: 41.096 minutes, Δt:   4.86, CFL: 7.20e-01
i:  19900, t:    44596.3 s (1.00 periods), wall: 41.312 minutes, Δt:   3.81, CFL: 7.20e-01
i:  20000, t:    45001.5 s (1.01 periods), wall: 41.537 minutes, Δt:   4.22, CFL: 7.20e-01
i:  20100, t:    45436.5 s (1.02 periods), wall: 41.752 minutes, Δt:   4.40, CFL: 7.20e-01
i:  20200, t:    45878.3 s (1.03 periods), wall: 41.969 minutes, Δt:   4.76, CFL: 7.20e-01
i:  20300, t:    46324.5 s (1.04 periods), wall: 42.186 minutes, Δt:   3.99, CFL: 7.20e-01
i:  20400, t:    46762.0 s (1.05 periods), wall: 42.404 minutes, Δt:   4.66, CFL: 7.20e-01
i:  20500, t:    47123.1 s (1.06 periods), wall: 42.621 minutes, Δt:   2.88, CFL: 7.20e-01
i:  20600, t:    47462.3 s (1.06 periods), wall: 42.836 minutes, Δt:   4.32, CFL: 7.20e-01
i:  20700, t:    47915.7 s (1.07 periods), wall: 43.054 minutes, Δt:   4.46, CFL: 7.20e-01
i:  20800, t:    48363.1 s (1.08 periods), wall: 43.270 minutes, Δt:   4.70, CFL: 7.20e-01
i:  20900, t:    48767.7 s (1.09 periods), wall: 43.488 minutes, Δt:   3.23, CFL: 7.20e-01
i:  21000, t:    49135.5 s (1.10 periods), wall: 43.705 minutes, Δt:   3.63, CFL: 7.20e-01
i:  21100, t:    49431.6 s (1.11 periods), wall: 43.920 minutes, Δt:   2.60, CFL: 7.20e-01
i:  21200, t:    49695.0 s (1.11 periods), wall: 44.136 minutes, Δt:   3.09, CFL: 7.20e-01
i:  21300, t:    49981.8 s (1.12 periods), wall: 44.351 minutes, Δt:   2.46, CFL: 7.20e-01
i:  21400, t:    50219.8 s (1.12 periods), wall: 44.563 minutes, Δt:   2.46, CFL: 7.20e-01
i:  21500, t:    50447.2 s (1.13 periods), wall: 44.781 minutes, Δt:   2.02, CFL: 7.20e-01
i:  21600, t:    50666.1 s (1.13 periods), wall: 44.991 minutes, Δt:   2.14, CFL: 7.20e-01
i:  21700, t:    50862.9 s (1.14 periods), wall: 45.205 minutes, Δt:   2.19, CFL: 7.20e-01
i:  21800, t:    51082.0 s (1.14 periods), wall: 45.420 minutes, Δt:   2.05, CFL: 7.20e-01
i:  21900, t:    51277.8 s (1.15 periods), wall: 45.635 minutes, Δt:   1.63, CFL: 7.20e-01
i:  22000, t:    51458.2 s (1.15 periods), wall: 45.849 minutes, Δt:   1.83, CFL: 7.20e-01
i:  22100, t:    51632.1 s (1.16 periods), wall: 46.062 minutes, Δt:   1.87, CFL: 7.20e-01
i:  22200, t:    51813.2 s (1.16 periods), wall: 46.275 minutes, Δt:   1.49, CFL: 7.20e-01
i:  22300, t:    51968.5 s (1.16 periods), wall: 46.487 minutes, Δt:   2.00, CFL: 7.20e-01
i:  22400, t:    52146.8 s (1.17 periods), wall: 46.700 minutes, Δt:   1.81, CFL: 7.20e-01
i:  22500, t:    52324.4 s (1.17 periods), wall: 46.914 minutes, Δt:   1.79, CFL: 7.20e-01
i:  22600, t:    52498.9 s (1.18 periods), wall: 47.128 minutes, Δt:   1.97, CFL: 7.20e-01
i:  22700, t:    52673.0 s (1.18 periods), wall: 47.340 minutes, Δt:   1.70, CFL: 7.20e-01
i:  22800, t:    52834.3 s (1.18 periods), wall: 47.554 minutes, Δt:   1.61, CFL: 7.20e-01
i:  22900, t:    52998.5 s (1.19 periods), wall: 47.768 minutes, Δt:   1.72, CFL: 7.20e-01
i:  23000, t:    53146.1 s (1.19 periods), wall: 47.982 minutes, Δt:   1.28, CFL: 7.20e-01
i:  23100, t:    53289.4 s (1.19 periods), wall: 48.195 minutes, Δt:   1.23, CFL: 7.20e-01
i:  23200, t:    53435.3 s (1.20 periods), wall: 48.409 minutes, Δt:   1.79, CFL: 7.20e-01
i:  23300, t:    53594.7 s (1.20 periods), wall: 48.622 minutes, Δt:   1.62, CFL: 7.20e-01
i:  23400, t:    53744.7 s (1.20 periods), wall: 48.835 minutes, Δt:   1.75, CFL: 7.20e-01
i:  23500, t:    53908.3 s (1.21 periods), wall: 49.049 minutes, Δt:   1.68, CFL: 7.20e-01
i:  23600, t:    54059.0 s (1.21 periods), wall: 49.263 minutes, Δt:   1.38, CFL: 7.20e-01
i:  23700, t:    54202.1 s (1.21 periods), wall: 49.473 minutes, Δt:   1.58, CFL: 7.20e-01
i:  23800, t:    54351.2 s (1.22 periods), wall: 49.687 minutes, Δt:   1.44, CFL: 7.20e-01
i:  23900, t:    54511.4 s (1.22 periods), wall: 49.902 minutes, Δt:   1.56, CFL: 7.20e-01
i:  24000, t:    54641.4 s (1.22 periods), wall: 50.114 minutes, Δt:   1.51, CFL: 7.20e-01
i:  24100, t:    54804.4 s (1.23 periods), wall: 50.328 minutes, Δt:   1.48, CFL: 7.20e-01
i:  24200, t:    54958.1 s (1.23 periods), wall: 50.541 minutes, Δt:   1.37, CFL: 7.20e-01
i:  24300, t:    55109.0 s (1.23 periods), wall: 50.753 minutes, Δt:   1.57, CFL: 7.20e-01
i:  24400, t:    55248.4 s (1.24 periods), wall: 50.967 minutes, Δt:   1.25, CFL: 7.20e-01
i:  24500, t:    55385.7 s (1.24 periods), wall: 51.180 minutes, Δt:   1.56, CFL: 7.20e-01
i:  24600, t:    55541.7 s (1.24 periods), wall: 51.391 minutes, Δt:   1.55, CFL: 7.20e-01
i:  24700, t:    55695.7 s (1.25 periods), wall: 51.604 minutes, Δt:   1.64, CFL: 7.20e-01
i:  24800, t:    55845.6 s (1.25 periods), wall: 51.816 minutes, Δt:   1.47, CFL: 7.20e-01
